Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students,BE Score,ICSEA
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.9999814,08 9483 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,54,60,54,59,64,72,53,,,,,,,,,476,90,996
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,08 9167 8978,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,3,,1,3,2,1,,2,,,,,,,,,12,Not Rated,835
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.7666076,08 9341 1610,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,70,65,61,56,71,64,57,,,,,,,,,503,97,1119
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,08 9848 4700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,46,38,70,50,71,54,67,,,,,,,,,457,83,1020
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,08 9218 1450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,75,50,51,61,64,63,56,,,,,,,,,459,97,1091
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,08 9263 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,38,57,53,53,62,46,45,,,,,,,,,395,Not Rated,
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.8251697,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,16,14,13,23,17,23,21,26,,38,41,47,38,37,47,,401,95,1056
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,13,11,14,10,13,12,18,5,,,,,,,,,96,68,661
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,FOURTH STREET,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,08 9191 7145,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y06,2,4,3,,2,4,1,2,,,,,,,,,18,Not Rated,605
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.7776617,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,66,57,59,60,56,51,51,,,,,,,,,459,92,1105
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.8623522,08 9345 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,23,37,37,31,31,28,27,,,,,,,,,234,73,903
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,08 9535 9533,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,57,55,63,65,56,64,70,,,,,,,,,483,71,912
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.7386752,08 9863 4068,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,5,4,5,2,6,1,4,3,,,,,,,,,30,Not Rated,978
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.7707544,08 6224 2150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,53,47,52,42,60,70,51,,,,,,,,,419,92,1094
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.0997912,08 9781 3777,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,82,73,105,97,101,99,116,88,,,,,,,,,761,90,1053
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,08 9538 5100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,6,2,9,6,5,9,9,,,,,,,,,53,81,990
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,08 6216 1900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,63,53,59,53,64,49,59,46,,,,,,,,,446,75,982
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRESCENT,BUTLER,WA,6036,7 AMERSHAM CRESCENT,BUTLER,WA,6036,-31.6437585,115.7117596,08 9561 7777,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,58,58,67,63,79,60,84,,,,,,,,,516,77,997
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.7591484,08 9432 1200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,57,42,65,50,56,53,63,,,,,,,,,426,98,1133
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.8186051,08 9462 9550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,40,38,30,24,27,14,12,,,,,,,,,206,95,1063
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,08 9487 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,26,39,28,23,22,25,26,,,,,,,,,204,87,1026
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,08 9068 2400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,28,21,17,15,18,12,14,,,,,,,,,152,68,640
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,08 6216 4150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,54,69,43,52,40,55,52,40,,,,,,,,,405,72,931
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.0041234,08 9217 8650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,63,66,49,56,45,50,51,,,,,,,,,420,74,945
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,08 9771 9200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,31,35,35,33,23,32,28,,,,,,,,,242,74,963
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,08 9882 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,15,19,17,24,25,24,27,,,,,,,,,165,70,897
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,52,52,49,45,52,34,37,,,,,,,,,365,88,1073
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.7605364,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,57,58,52,61,64,60,67,,,,,,,,,459,70,893
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.8168149,08 6207 3600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,44,45,46,38,63,49,55,,,,,,,,,380,87,997
5158,EATON PRIMARY SCHOOL,35 DIADEM STREET,EATON,WA,6232,PO BOX 345,BUNBURY,WA,6231,-33.32181891,115.7028431,08 9796 2600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,54,57,50,69,48,46,44,54,,,,,,,,,422,81,970
5677,EDDYSTONE PRIMARY SCHOOL,LITTORINA AVENUE,HEATHRIDGE,WA,6027,LITTORINA AVENUE,HEATHRIDGE,WA,6027,-31.76706411,115.7690002,08 9406 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,36,42,33,36,26,23,31,,,,,,,,,251,85,985
5159,EDEN HILL PRIMARY SCHOOL,83A IVANHOE STREET,EDEN HILL,WA,6054,83A IVANHOE STREET,EDEN HILL,WA,6054,-31.89291076,115.9456049,08 6455 0800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,64,75,65,54,71,66,49,,,,,,,,,504,91,1026
5657,EDGEWATER PRIMARY SCHOOL,76 TREETOP AVENUE,EDGEWATER,WA,6027,76 TREETOP AVENUE,EDGEWATER,WA,6027,-31.76289339,115.7804131,08 6207 3200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,65,60,34,57,61,55,48,44,,,,,,,,,424,91,1068
5699,EDNEY PRIMARY SCHOOL,204 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,204 NEWBURN ROAD,HIGH WYCOMBE,WA,6057,-31.94734619,116.0069048,08 9454 8377,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,65,71,44,56,59,44,63,,,,,,,,,462,79,982
5805,ELLEN STIRLING PRIMARY SCHOOL,23 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,23 STRATHMORE PARKWAY,ELLENBROOK,WA,6069,-31.7702501,115.9750095,08 6497 4200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,85,86,99,105,84,122,81,,,,,,,,,742,85,980
1424,ELLENBROOK CHRISTIAN COLLEGE,5 SANTONA BOULEVARD,ELLENBROOK,WA,6069,5 SANTONA BOULEVARD,ELLENBROOK,WA,6069,-31.786783,115.959178,08 9297 9297,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,65,32,29,28,30,20,29,27,,43,45,38,54,49,43,,532,92,1043
5745,ELLENBROOK PRIMARY SCHOOL,65 FORTESCUE PLACE,ELLENBROOK,WA,6069,LOCKED BAG 3 ELLENBROOK PO,ELLENBROOK,WA,6069,-31.7926892,115.9747992,08 9297 7300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,80,85,92,101,85,89,101,83,,,,,,,,,716,86,988
5161,EMBLETON PRIMARY SCHOOL,51 PRIESTLEY STREET,EMBLETON,WA,6062,51 PRIESTLEY STREET,EMBLETON,WA,6062,-31.90187965,115.909802,08 9338 9700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,21,26,23,20,20,22,24,,,,,,,,,178,82,958
1288,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,3 SALCOTT ROAD,GIRRAWHEEN,WA,6064,3 SALCOTT ROAD,GIRRAWHEEN,WA,6064,-31.84620429,115.8482622,08 9342 7377,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,54,60,50,60,61,56,48,63,,47,46,36,35,41,16,,673,81,980
5750,ENDEAVOUR PRIMARY SCHOOL,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,38 ENDEAVOUR DRIVE,PORT KENNEDY,WA,6172,-32.37037017,115.7507254,08 9591 6100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,59,55,68,50,57,68,61,,,,,,,,,458,76,985
5162,ENEABBA PRIMARY SCHOOL,DEWAR STREET,ENEABBA,WA,6518,"PO BOX 107, DEWAR STREET",ENEABBA,WA,6518,-29.82022038,115.2681635,08 9933 3200,MIDWEST,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,1,3,1,3,2,3,1,,,,,,,,,14,Not Rated,1042
1266,ESPERANCE CHRISTIAN PRIMARY SCHOOL,2 BLAKE STREET,ESPERANCE,WA,6450,2 BLAKE STREET,ESPERANCE,WA,6450,-33.86426103,121.8773873,08 9071 2703,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,15,7,12,7,12,,12,8,,,,,,,,,73,Not Rated,1003
5163,ESPERANCE PRIMARY SCHOOL,103 WINDICH STREET,ESPERANCE,WA,6450,PO BOX 150,ESPERANCE,WA,6450,-33.85981206,121.890272,08 9076 3600,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,65,59,51,58,64,76,63,,,,,,,,,483,83,1023
5790,EXCELSIOR PRIMARY SCHOOL,63 SHREEVE ROAD,CANNING VALE,WA,6155,63 SHREEVE ROAD,CANNING VALE,WA,6155,-32.08181283,115.943661,08 6258 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,50,50,64,65,47,57,51,,,,,,,,,444,93,1062
5167,FAIRVIEW PRIMARY SCHOOL,VERNON STREET,COLLIE,WA,6225,VERNON STREET,COLLIE,WA,6225,-33.34837356,116.1685678,08 9735 2300,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,28,28,25,26,23,26,27,,,,,,,,,209,70,938
5706,FALCON PRIMARY SCHOOL,30 BALOO CRESCENT,WANNANUP,WA,6210,PO BOX 5018,FALCON,WA,6210,-32.59274022,115.6429808,08 9584 7100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,69,73,58,61,74,67,70,,,,,,,,,549,87,1011
5622,FALLS ROAD PRIMARY SCHOOL,50 FALLS ROAD,LESMURDIE,WA,6076,50 FALLS ROAD,LESMURDIE,WA,6076,-31.99216242,116.0470185,08 9291 2150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,40,29,42,47,45,39,46,,,,,,,,,309,90,1074
5607,FLINDERS PARK PRIMARY SCHOOL,51 YATANA ROAD,ALBANY,WA,6330,51 YATANA ROAD,ALBANY,WA,6330,-34.97824017,117.9300686,08 9892 5200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,62,59,59,48,50,64,48,,,,,,,,,417,72,979
5173,FLOREAT PARK PRIMARY SCHOOL,38 CHANDLER AVENUE WEST,FLOREAT,WA,6014,38 CHANDLER AVENUE,FLOREAT,WA,6014,-31.936844,115.79122,08 9205 5600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,68,63,95,73,76,86,82,,,,,,,,,619,100,1184
5688,FOREST CRESCENT PRIMARY SCHOOL,83 FOREST CRESCENT,THORNLIE,WA,6108,83 FOREST CRESCENT,THORNLIE,WA,6108,-32.07607019,115.950007,08 9232 3550,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,75,88,88,91,91,88,93,89,,,,,,,,,703,86,1018
5613,FORRESTDALE PRIMARY SCHOOL,35 BROOME STREET,FORRESTDALE,WA,6112,35 BROOME STREET,FORRESTDALE,WA,6112,-32.15362108,115.9485362,08 9397 8100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,48,29,23,25,25,20,15,,,,,,,,,225,72,970
5174,FORRESTFIELD PRIMARY SCHOOL,45 SUSSEX ROAD,FORRESTFIELD,WA,6058,45 SUSSEX ROAD,FORRESTFIELD,WA,6058,-31.99141866,116.0088324,08 9483 2083,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,22,32,28,21,30,14,18,,,,,,,,,198,71,917
1412,FOUNDATION CHRISTIAN COLLEGE,115 WALDRON BLVDE,GREENFIELDS,WA,6210,115 WALDRON BLVDE,GREENFIELDS,WA,6210,-32.52931617,115.7622888,08 9586 5444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,26,38,30,35,45,42,48,34,,32,52,39,44,33,29,,527,79,1030
1470,FOUNTAIN COLLEGE,12 KARRI WAY,FERNDALE,WA,6148,12 KARRI WAY,FERNDALE,WA,6148,-32.03648539,115.9200109,08 9458 3555,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,26,21,19,34,28,21,27,28,,46,34,29,27,29,11,,380,85,985
1398,FRANCIS JORDAN CATHOLIC SCHOOL,25 PETERBOROUGH DRIVE,CURRAMBINE,WA,6028,25 PETERBOROUGH DRIVE,CURRAMBINE,WA,6028,-31.73113849,115.7384265,08 9305 4990,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,42,36,43,50,45,43,47,56,,,,,,,,,362,90,1090
5176,FRANKLAND RIVER PRIMARY SCHOOL,MOIR STREET,FRANKLAND RIVER,WA,6396,C/- POST OFFICE,FRANKLAND RIVER,WA,6396,-34.36312,117.078601,08 9855 0500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,5,6,9,3,10,5,11,,,,,,,,,55,85,1051
1373,FREDERICK IRWIN ANGLICAN SCHOOL,36-66 GORDON ROAD,MANDURAH,WA,6210,36-66 GORDON ROAD,MANDURAH,WA,6210,-32.50869435,115.7530802,08 9537 0000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,79,81,78,87,83,87,112,108,,156,168,155,140,139,119,,1592,88,1088
1351,FREMANTLE CHRISTIAN COLLEGE,110 ROCKINGHAM ROAD,HAMILTON HILL,WA,6163,110 ROCKINGHAM ROAD,HAMILTON HILL,WA,6163,-32.0843654,115.7751984,08 9430 6635,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y11,22,24,25,24,20,28,19,37,,38,50,29,28,13,,,357,95,1028
5420,FREMANTLE PRIMARY SCHOOL,1 BRENNAN STREET,FREMANTLE,WA,6160,1 BRENNAN STREET,FREMANTLE,WA,6160,-32.05883702,115.7535353,08 9432 1400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,46,48,35,32,28,40,,,,,,,,,311,95,1125
5105,FRESHWATER BAY PRIMARY SCHOOL,CNR BAY VIEW TERRACE/PRINCESS ROADS,CLAREMONT,WA,6010,CNR BAY VIEW TERRACE/PRINCESS ROADS,CLAREMONT,WA,6010,-31.98588984,115.7823097,08 6458 7000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,68,56,51,75,66,62,58,46,,,,,,,,,482,97,1170
5180,GAIRDNER PRIMARY SCHOOL,45 GAIRDNER ROAD SOUTH,GAIRDNER,WA,6337,45 GAIRDNER ROAD SOUTH,GAIRDNER,WA,6337,-34.2108414,118.9385849,08 9836 1014,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,4,2,2,1,5,7,3,,,,,,,,,26,Not Rated,1032
5181,GASCOYNE JUNCTION REMOTE COMMUNITY SCHOOL,36 GREGORY STREET,GASCOYNE JUNCTION,WA,6705,PMB 102,CARNARVON,WA,6701,-25.05320773,115.2083775,08 9943 0515,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y07,1,1,1,,,2,2,2,,1,,,,,,,10,Not Rated,
5775,GEOGRAPHE PRIMARY SCHOOL,CLYDEBANK AVENUE,BUSSELTON,WA,6280,CLYDEBANK AVENUE,BUSSELTON,WA,6280,-33.66661113,115.3288339,08 9751 7800,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,54,56,54,55,64,70,65,,,,,,,,,458,79,977
1429,GEORGIANA MOLLOY ANGLICAN SCHOOL,2 HAWKER APPROACH,BUSSELTON,WA,6280,2 HAWKER APPROACH,BUSSELTON,WA,6280,-33.6606425,115.3815495,08 9752 5252,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,59,53,58,71,54,72,94,75,,124,115,97,104,83,62,,1121,90,1072
1403,GERALDTON GRAMMAR SCHOOL,134 GEORGE ROAD,GERALDTON,WA,6530,134 GEORGE ROAD,GERALDTON,WA,6530,-28.76195313,114.621025,08 9965 7800,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,33,25,19,31,29,33,37,43,,48,37,42,39,53,42,,511,95,1068
5183,GERALDTON PRIMARY SCHOOL,75 FITZGERALD STREET,GERALDTON,WA,6530,PO BOX 7207,GERALDTON PO,WA,6531,-28.77863662,114.6080556,08 9921 2311,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,46,41,36,48,43,63,57,57,,,,,,,,,391,79,997
5540,GIBBS STREET PRIMARY SCHOOL,79-93 GIBBS STREET,EAST CANNINGTON,WA,6107,79-93 GIBBS STREET,EAST CANNINGTON,WA,6107,-32.00835874,115.9537521,08 9458 6899,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,81,85,64,61,62,59,59,41,,,,,,,,,512,86,1037
5726,GIDGEGANNUP PRIMARY SCHOOL,BUNNING ROAD,GIDGEGANNUP,WA,6083,PO BOX 119,GIDGEGANNUP,WA,6083,-31.79416905,116.1954072,08 9578 4000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,24,24,21,27,31,30,31,,,,,,,,,212,82,1028
5186,GLEN FORREST PRIMARY SCHOOL,TILLBROOK STREET,GLEN FORREST,WA,6071,TILLBROOK STREET,GLEN FORREST,WA,6071,-31.91537475,116.100319,08 9298 6200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,19,27,33,26,24,30,29,31,,,,,,,,,219,86,1043
5769,GLEN HUON PRIMARY SCHOOL,MONASH BOULEVARD,EATON,WA,6232,MONASH BOULEVARD,EATON,WA,6232,-33.31523808,115.7261548,08 9796 7500,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,63,70,74,64,52,53,66,,,,,,,,,500,72,943
5655,GLENCOE PRIMARY SCHOOL,GLENCOE PARADE,HALLS HEAD,WA,6210,GLENCOE PARADE,HALLS HEAD,WA,6210,-32.54229018,115.7041404,08 9586 6800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,50,55,50,47,38,51,53,55,,,,,,,,,399,74,974
5534,GLENDALE PRIMARY SCHOOL,21 GLENDALE AVENUE,HAMERSLEY,WA,6022,21 GLENDALE AVENUE,HAMERSLEY,WA,6022,-31.84933302,115.8076235,08 9352 2700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,44,46,36,36,35,42,36,,,,,,,,,324,80,1038
5630,GLENGARRY PRIMARY SCHOOL,DOVERIDGE DRIVE,DUNCRAIG,WA,6023,25 DOVERIDGE DRIVE,DUNCRAIG,WA,6023,-31.82816781,115.7820552,08 9378 5678,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,52,43,54,55,54,53,59,,,,,,,,,415,95,1104
5838,GOLDEN BAY PRIMARY SCHOOL,9 THUNDELARRA DRIVE,GOLDEN BAY,WA,6174,PO BOX 690,MANDURAH,WA,6210,-32.42313769,115.7596842,08 9583 8800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,67,67,60,58,55,64,46,,,,,,,,,493,74,971
1390,GOLDEN HILL STEINER SCHOOL,222 SCOTSDALE ROAD,DENMARK,WA,6333,222 SCOTSDALE ROAD,DENMARK,WA,6333,-34.94203668,117.3591392,08 9848 1811,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,10,9,15,14,4,15,12,11,,,,,,,,,90,Not Rated,1059
1439,GOLDFIELDS BAPTIST COLLEGE,4 MAGUIRE STREET,KALGOORLIE,WA,6430,4 MAGUIRE STREET,KALGOORLIE,WA,6430,-30.77620533,121.4630845,08 9022 7535,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,23,19,19,22,26,20,23,23,1,32,33,24,26,,,1,292,73,993
1245,GOOD SHEPHERD CATHOLIC PRIMARY SCHOOL,15 ARBUTHNOT STREET,KELMSCOTT,WA,6111,15 ARBUTHNOT STREET,KELMSCOTT,WA,6111,-32.12560377,116.0262673,08 9496 9200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,21,27,26,27,24,28,23,27,,,,,,,,,203,78,1023
1300,GOOD SHEPHERD CATHOLIC SCHOOL,215 MORLEY DRIVE,LOCKRIDGE,WA,6054,215 MORLEY DRIVE,LOCKRIDGE,WA,6054,-31.88645235,115.9432801,08 6278 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,59,58,62,60,64,54,57,,,,,,,,,474,91,1043
5650,GOOLLELAL PRIMARY SCHOOL,30 CADOGAN STREET,KINGSLEY,WA,6026,30 CADOGAN STREET,KINGSLEY,WA,6026,-31.81486804,115.8013853,08 6207 2100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,33,29,36,35,21,32,19,,,,,,,,,244,91,1085
